Query,True EC,Predicted EC,Exact Match,First Number Match,First Number
Q9VFJ3,['3.4.21.108'],No EC number found,False,False,No EC number found
A6UQC1,['6.3.5.11'],No EC number found,False,False,No EC number found
Q493R5,['5.2.1.8'],No EC number found,False,False,No EC number found
Q970U8,['6.3.5.5'],No EC number found,False,False,No EC number found
Q1IPL8,['6.-.-.-'],No EC number found,False,False,No EC number found
A0LZD4,['6.2.1.5'],No EC number found,False,False,No EC number found
O14092,['2.3.1.37'],No EC number found,False,False,No EC number found
A3CXX4,['5.4.99.12'],No EC number found,False,False,No EC number found
O08437,['5.2.1.8'],No EC number found,False,False,No EC number found
O35031,['3.6.1.7'],No EC number found,False,False,No EC number found
Q46E78,['5.4.99.58'],No EC number found,False,False,No EC number found
Q9AGJ6,['4.1.1.32'],No EC number found,False,False,No EC number found
Q31H84,['3.6.4.12'],No EC number found,False,False,No EC number found
Q3SWF2,['3.6.1.31'],No EC number found,False,False,No EC number found
P49895,['1.21.99.4'],No EC number found,False,False,No EC number found
B8FL28,['5.3.1.6'],No EC number found,False,False,No EC number found
Q9NR19,['6.2.1.1'],No EC number found,False,False,No EC number found
O33925,['6.1.1.10'],No EC number found,False,False,No EC number found
A9WGE2,['4.1.3.46'],No EC number found,False,False,No EC number found
Q4JT09,['2.2.1.9'],No EC number found,False,False,No EC number found
P15120,['3.4.21.73'],No EC number found,False,False,No EC number found
O61577,['3.6.4.3'],No EC number found,False,False,No EC number found
O51053,['2.4.99.17'],No EC number found,False,False,No EC number found
Q16975,['2.7.11.13'],No EC number found,False,False,No EC number found
A5UTG1,['5.1.1.3'],No EC number found,False,False,No EC number found
Q9FLC6,['2.3.2.27'],No EC number found,False,False,No EC number found
Q88YN9,['2.6.1.37'],No EC number found,False,False,No EC number found
P00333,['1.1.1.1'],No EC number found,False,False,No EC number found
Q6CSH0,['6.5.1.1'],No EC number found,False,False,No EC number found
Q1QXD7,['6.5.1.2'],No EC number found,False,False,No EC number found
Q9Z8Z0,['2.3.1.234'],No EC number found,False,False,No EC number found
Q04740,['3.1.26.4'],No EC number found,False,False,No EC number found
Q54I82,['3.5.4.5'],No EC number found,False,False,No EC number found
O93627,['4.1.1.39'],No EC number found,False,False,No EC number found
Q8RDQ2,['6.3.2.8'],No EC number found,False,False,No EC number found
Q42883,['3.6.3.8'],No EC number found,False,False,No EC number found
P00487,['2.3.1.28'],No EC number found,False,False,No EC number found
O29108,['6.3.4.13'],No EC number found,False,False,No EC number found
B7PXE3,['3.6.4.3'],No EC number found,False,False,No EC number found
C0QJG8,['2.1.3.-'],No EC number found,False,False,No EC number found
Q7NNH3,['4.-.-.-'],No EC number found,False,False,No EC number found
Q6UEG2,['1.14.-.-'],No EC number found,False,False,No EC number found
A1K1Q5,['2.1.1.170'],No EC number found,False,False,No EC number found
P33006,['1.14.-.-'],No EC number found,False,False,No EC number found
P04425,['6.3.2.3'],No EC number found,False,False,No EC number found
Q54EN4,['5.3.4.1'],5.3.4.1,True,True,5
Q492H2,['1.1.1.290'],No EC number found,False,False,No EC number found
Q0TRN9,['6.1.1.17'],No EC number found,False,False,No EC number found
Q9LVP1,['5.99.1.2'],No EC number found,False,False,No EC number found
P03007,['2.7.7.7'],No EC number found,False,False,No EC number found
Q7S724,['3.1.4.37'],No EC number found,False,False,No EC number found
O15442,['3.1.-.-'],No EC number found,False,False,No EC number found
P09060,['1.2.4.4'],No EC number found,False,False,No EC number found
Q6MSR0,['6.1.1.4'],No EC number found,False,False,No EC number found
B5CY92,['3.2.1.178'],No EC number found,False,False,No EC number found
Q5V5Y2,['6.3.4.3'],No EC number found,False,False,No EC number found
O66540,['4.1.2.4'],No EC number found,False,False,No EC number found
A6VHZ5,['2.5.1.41'],No EC number found,False,False,No EC number found
Q8WW27,['3.5.4.-'],No EC number found,False,False,No EC number found
Q9LES4,['1.1.99.2'],No EC number found,False,False,No EC number found
Q8IXQ9,['2.1.1.-'],No EC number found,False,False,No EC number found
B1ZRS0,['1.6.5.11'],No EC number found,False,False,No EC number found
P38105,['1.1.1.-'],No EC number found,False,False,No EC number found
P81554,['2.1.1.216'],No EC number found,False,False,No EC number found
Q5V230,['2.1.2.10'],No EC number found,False,False,No EC number found
Q21926,['6.1.1.5'],No EC number found,False,False,No EC number found
Q5W259,['1.-.-.-'],No EC number found,False,False,No EC number found
Q7SIG4,['3.1.8.2'],No EC number found,False,False,No EC number found
Q2FHN4,['4.1.1.23'],No EC number found,False,False,No EC number found
Q9SVY0,['2.7.7.6'],No EC number found,False,False,No EC number found
Q21EP1,['6.3.2.2'],No EC number found,False,False,No EC number found
Q9Y2R4,['3.6.4.13'],No EC number found,False,False,No EC number found
Q8INR6,['2.1.1.43'],No EC number found,False,False,No EC number found
Q5ZZ80,['1.17.1.8'],No EC number found,False,False,No EC number found
Q7VFH6,['2.7.1.24'],No EC number found,False,False,No EC number found
Q8EAR4,['2.1.1.297'],No EC number found,False,False,No EC number found
P38135,['6.2.1.-'],No EC number found,False,False,No EC number found
Q9SA77,['5.1.3.5'],No EC number found,False,False,No EC number found
P59419,['6.3.2.13'],No EC number found,False,False,No EC number found
Q6AJ52,['6.3.2.9'],No EC number found,False,False,No EC number found
Q96FW1,['3.4.19.12'],No EC number found,False,False,No EC number found
B5ZAV3,['6.5.1.2'],No EC number found,False,False,No EC number found
P32660,['3.6.3.1'],No EC number found,False,False,No EC number found
Q5JJ82,['4.1.1.11'],No EC number found,False,False,No EC number found
Q9HL09,['2.7.7.6'],No EC number found,False,False,No EC number found
P36596,['2.5.1.21'],No EC number found,False,False,No EC number found
P15721,['4.2.2.2'],No EC number found,False,False,No EC number found
Q00870,['4.2.1.95'],No EC number found,False,False,No EC number found
B8I5V1,['2.6.1.9'],No EC number found,False,False,No EC number found
O34767,['4.1.1.2'],No EC number found,False,False,No EC number found
A5VM68,['1.2.1.70'],No EC number found,False,False,No EC number found
Q8UK62,['3.1.1.-'],No EC number found,False,False,No EC number found
Q0QWS4,['4.2.1.146'],No EC number found,False,False,No EC number found
A1B198,['5.1.1.-'],No EC number found,False,False,No EC number found
P34697,['1.15.1.1'],No EC number found,False,False,No EC number found
O19094,['2.3.1.137'],No EC number found,False,False,No EC number found
P74391,['3.6.4.-'],No EC number found,False,False,No EC number found
O63849,['1.6.5.3'],7.1.1.2,False,False,7
Q9Z581,['6.3.5.-'],No EC number found,False,False,No EC number found
Q9WZH8,['6.1.1.16'],No EC number found,False,False,No EC number found
Q9JYM6,['5.3.1.6'],No EC number found,False,False,No EC number found
Q8YHR9,['6.3.2.4'],No EC number found,False,False,No EC number found
Q837B3,['6.1.1.10'],No EC number found,False,False,No EC number found
Q9UX24,['6.3.5.3'],No EC number found,False,False,No EC number found
O51601,['5.3.1.6'],5.3.1.6,True,True,5
P42425,['3.4.21.53'],No EC number found,False,False,No EC number found
Q8SQY7,['2.7.1.67'],2.7.1.67,True,True,2
Q7NG73,['3.1.22.4'],No EC number found,False,False,No EC number found
P70277,['2.4.99.-'],No EC number found,False,False,No EC number found
A5GTA8,['1.1.1.94'],No EC number found,False,False,No EC number found
Q9FLC6,['2.3.2.27'],No EC number found,False,False,No EC number found
P9WJJ6,['2.4.2.19'],No EC number found,False,False,No EC number found
P12047,['4.3.2.2'],No EC number found,False,False,No EC number found
A6H1Q0,['1.6.5.11'],No EC number found,False,False,No EC number found
Q9ZZX0,['3.1.-.-'],No EC number found,False,False,No EC number found
P12758,['2.4.2.3'],No EC number found,False,False,No EC number found
Q9USS0,['3.5.1.19'],3.5.1.19,True,True,3
A1TB16,['2.7.8.26'],No EC number found,False,False,No EC number found
Q9USW3,['3.2.1.-'],No EC number found,False,False,No EC number found
P21112,['2.8.4.1'],No EC number found,False,False,No EC number found
P23670,['4.1.1.4'],No EC number found,False,False,No EC number found
Q57931,['2.1.1.-'],No EC number found,False,False,No EC number found
Q5SHT5,['3.1.-.-'],No EC number found,False,False,No EC number found
Q7NCY1,['4.1.1.11'],No EC number found,False,False,No EC number found
A7H6J9,['2.7.1.148'],2.7.1.148,True,True,2
C7M077,['2.3.1.189'],2.3.1.189,True,True,2
Q06J17,['2.7.7.6'],2.7.7.6,True,True,2
O26917,['4.2.1.114'],No EC number found,False,False,No EC number found
Q9UPY3,['3.1.26.3'],No EC number found,False,False,No EC number found
Q06244,['5.4.99.43'],5.4.99.43,True,True,5
A5EWT0,['6.1.1.5'],No EC number found,False,False,No EC number found
P00424,['1.9.3.1'],No EC number found,False,False,No EC number found
P93836,['1.13.11.27'],No EC number found,False,False,No EC number found
P49762,['2.7.12.1'],No EC number found,False,False,No EC number found
O59412,['4.1.3.44'],No EC number found,False,False,No EC number found
Q9SRQ8,['2.3.2.27'],No EC number found,False,False,No EC number found
Q6UX04,['5.2.1.8'],No EC number found,False,False,No EC number found
O26663,['6.2.1.5'],No EC number found,False,False,No EC number found
Q8R4G6,['2.4.1.155'],No EC number found,False,False,No EC number found
Q19768,['4.6.1.2'],No EC number found,False,False,No EC number found
P16588,['3.4.21.-'],No EC number found,False,False,No EC number found
P27027,['4.2.2.10'],No EC number found,False,False,No EC number found
A5EXK3,['2.1.1.170'],No EC number found,False,False,No EC number found
P62644,['3.1.1.61'],No EC number found,False,False,No EC number found
C5BSW3,['2.4.2.17'],No EC number found,False,False,No EC number found
Q9PKW2,['2.7.1.180'],2.7.1.180,True,True,2
Q58508,['6.1.1.20'],No EC number found,False,False,No EC number found
B9J9I5,['2.8.1.6'],No EC number found,False,False,No EC number found
P08800,['2.7.7.9'],No EC number found,False,False,No EC number found
C6BUI7,['2.7.2.3'],No EC number found,False,False,No EC number found
A7IAG4,['5.3.3.2'],No EC number found,False,False,No EC number found
Q1LIM6,['2.4.1.227'],No EC number found,False,False,No EC number found
Q890U2,['2.6.1.16'],No EC number found,False,False,No EC number found
P90986,['1.14.16.2'],No EC number found,False,False,No EC number found
P20609,['1.9.3.1'],No EC number found,False,False,No EC number found
Q97HD0,['3.1.11.6'],No EC number found,False,False,No EC number found
P43422,['2.1.1.72'],No EC number found,False,False,No EC number found
Q74DN5,['3.6.3.-'],No EC number found,False,False,No EC number found
Q8DGM2,['5.1.1.7'],No EC number found,False,False,No EC number found
A0KEP8,['4.1.3.40'],4.1.3.40,True,True,4
Q2HIJ8,['2.3.2.27'],No EC number found,False,False,No EC number found
O23469,['3.1.1.-'],No EC number found,False,False,No EC number found
Q9X0Z9,['6.3.5.7'],No EC number found,False,False,No EC number found
Q6C3E0,['6.3.1.2'],No EC number found,False,False,No EC number found
Q59650,['6.3.2.13'],No EC number found,False,False,No EC number found
A9SDL4,['3.5.1.-'],No EC number found,False,False,No EC number found
Q8L7I0,['3.2.1.4'],No EC number found,False,False,No EC number found
Q975U8,['3.4.25.1'],No EC number found,False,False,No EC number found
Q750S3,['5.4.99.43'],5.4.99.43,True,True,5
B8E2K1,['4.1.1.23'],No EC number found,False,False,No EC number found
A4YD89,['1.2.1.70'],No EC number found,False,False,No EC number found
O22263,['5.3.4.1'],No EC number found,False,False,No EC number found
Q3K4B0,['3.5.4.16'],No EC number found,False,False,No EC number found
A8ADC6,['3.6.1.-'],No EC number found,False,False,No EC number found
A6VXL0,['2.7.4.9'],No EC number found,False,False,No EC number found
Q03974,['2.-.-.-'],No EC number found,False,False,No EC number found
Q93QC6,['4.4.1.8'],No EC number found,False,False,No EC number found
Q2HR95,['3.1.-.-'],No EC number found,False,False,No EC number found
A0A0J9X1Q5,['2.6.1.-'],No EC number found,False,False,No EC number found
P17336,['1.11.1.6'],No EC number found,False,False,No EC number found
O51601,['5.3.1.6'],5.3.1.6,True,True,5
Q8YVT3,['2.1.1.-'],No EC number found,False,False,No EC number found
P15398,['2.7.7.6'],No EC number found,False,False,No EC number found
P0A3M4,['3.5.2.6'],No EC number found,False,False,No EC number found
A8AKR0,['3.1.26.4'],No EC number found,False,False,No EC number found
B0S136,['2.7.7.6'],No EC number found,False,False,No EC number found
Q72V57,['2.6.1.16'],No EC number found,False,False,No EC number found
P52965,['1.2.7.-'],No EC number found,False,False,No EC number found
Q600M2,['2.8.1.13'],No EC number found,False,False,No EC number found
Q8SRK8,['2.7.11.11'],No EC number found,False,False,No EC number found
D4AS41,['1.-.-.-'],No EC number found,False,False,No EC number found
O28544,['5.4.99.12'],No EC number found,False,False,No EC number found
Q2W0H5,['6.3.2.9'],No EC number found,False,False,No EC number found
O07615,['1.6.5.-'],No EC number found,False,False,No EC number found
P66694,['5.3.1.6'],No EC number found,False,False,No EC number found
P44513,['3.6.3.30'],No EC number found,False,False,No EC number found
Q2SIN4,['2.7.1.130'],No EC number found,False,False,No EC number found
Q5ZT56,['1.1.1.94'],No EC number found,False,False,No EC number found
A4XKP6,['2.7.1.23'],2.7.1.23,True,True,2
Q0VSU8,['1.4.3.5'],No EC number found,False,False,No EC number found
P70973,['5.4.99.12'],No EC number found,False,False,No EC number found
P66694,['5.3.1.6'],No EC number found,False,False,No EC number found
Q9FFN0,['3.1.1.-'],No EC number found,False,False,No EC number found
P09890,['4.1.1.20'],No EC number found,False,False,No EC number found
Q9PER5,['4.3.3.7'],No EC number found,False,False,No EC number found
Q8DGM2,['5.1.1.7'],No EC number found,False,False,No EC number found
O31633,['2.3.1.128'],No EC number found,False,False,No EC number found
C4LC58,['3.1.2.6'],No EC number found,False,False,No EC number found
Q754Q9,['3.4.21.-'],No EC number found,False,False,No EC number found
A5FJT9,['1.18.1.2'],No EC number found,False,False,No EC number found
P40459,['6.3.2.1'],No EC number found,False,False,No EC number found
Q3SLY4,['4.2.3.4'],No EC number found,False,False,No EC number found
P54922,['3.2.2.19'],No EC number found,False,False,No EC number found
A5EXX0,['1.4.3.5'],No EC number found,False,False,No EC number found
Q5WDK7,['5.3.1.1'],No EC number found,False,False,No EC number found
Q8TY77,['4.99.1.3'],No EC number found,False,False,No EC number found
B8FA61,['5.2.1.8'],No EC number found,False,False,No EC number found
Q1IHK7,['4.3.99.3'],No EC number found,False,False,No EC number found
Q6M2F0,['3.4.24.-'],No EC number found,False,False,No EC number found
Q2RIT8,['5.3.1.24'],No EC number found,False,False,No EC number found
P13679,['3.4.21.89'],No EC number found,False,False,No EC number found
Q8ZE42,['1.11.1.-'],No EC number found,False,False,No EC number found
O25702,['2.4.99.17'],No EC number found,False,False,No EC number found
D4GPU8,['4.1.1.97'],No EC number found,False,False,No EC number found
P13448,['4.2.1.84'],No EC number found,False,False,No EC number found
A1C6D6,['3.1.1.3'],No EC number found,False,False,No EC number found
Q6CGL4,['3.1.2.-'],No EC number found,False,False,No EC number found
Q9M2Z3,['3.1.-.-'],No EC number found,False,False,No EC number found
P41052,['4.2.2.n1'],No EC number found,False,False,No EC number found
Q9PR37,['3.6.3.31'],No EC number found,False,False,No EC number found
Q5LA67,['3.2.2.27'],No EC number found,False,False,No EC number found
Q5A4X0,['2.3.2.27'],No EC number found,False,False,No EC number found
Q827S0,['4.2.3.5'],No EC number found,False,False,No EC number found
A1U3C2,['2.7.7.18'],No EC number found,False,False,No EC number found
A0JUU8,['5.4.99.25'],No EC number found,False,False,No EC number found
O66555,['3.6.1.-'],No EC number found,False,False,No EC number found
P24327,['5.2.1.8'],No EC number found,False,False,No EC number found
P51728,['3.2.1.17'],No EC number found,False,False,No EC number found
Q8TXF4,['2.3.1.169'],No EC number found,False,False,No EC number found
P35172,['3.2.1.28'],No EC number found,False,False,No EC number found
P56910,['1.6.5.11'],No EC number found,False,False,No EC number found
D5ATX8,['5.1.99.6'],No EC number found,False,False,No EC number found
Q6C4C9,['5.2.1.8'],No EC number found,False,False,No EC number found
Q9X0Z9,['6.3.5.7'],No EC number found,False,False,No EC number found
Q8NK90,['3.2.1.55'],No EC number found,False,False,No EC number found
Q58988,['6.3.5.3'],No EC number found,False,False,No EC number found
P0A8Z5,['3.1.2.-'],No EC number found,False,False,No EC number found
B0TZ13,['2.1.1.199'],No EC number found,False,False,No EC number found
P17707,['4.1.1.50'],No EC number found,False,False,No EC number found
Q9YB80,['6.3.5.7'],No EC number found,False,False,No EC number found
P29271,['4.1.2.13'],No EC number found,False,False,No EC number found
A0LGY7,['3.6.4.12'],No EC number found,False,False,No EC number found
Q7RTP6,['1.14.13.225'],No EC number found,False,False,No EC number found
Q9RLM4,['2.1.1.37'],No EC number found,False,False,No EC number found
Q74AR8,['3.1.-.-'],No EC number found,False,False,No EC number found
Q11002,['3.4.22.-'],No EC number found,False,False,No EC number found
A8ZVP4,['4.1.99.17'],No EC number found,False,False,No EC number found
C1D5N0,['6.3.5.-'],No EC number found,False,False,No EC number found
B0R6S4,['1.1.5.3'],No EC number found,False,False,No EC number found
A0L862,['4.2.2.n1'],No EC number found,False,False,No EC number found
P39040,['1.8.1.12'],No EC number found,False,False,No EC number found
P83325,['2.5.1.18'],No EC number found,False,False,No EC number found
O07561,['1.14.13.-'],No EC number found,False,False,No EC number found
Q9S2W7,['6.3.2.13'],No EC number found,False,False,No EC number found
P56071,['6.1.1.3'],No EC number found,False,False,No EC number found
Q58659,['6.1.1.10'],No EC number found,False,False,No EC number found
Q8PU59,['1.12.98.3'],No EC number found,False,False,No EC number found
P0ABR6,['1.14.12.19'],No EC number found,False,False,No EC number found
A6VPG3,['3.5.4.25'],No EC number found,False,False,No EC number found
P38675,['2.5.1.48'],No EC number found,False,False,No EC number found
Q9LFD2,['1.10.3.2'],No EC number found,False,False,No EC number found
P70277,['2.4.99.-'],No EC number found,False,False,No EC number found
P96084,['3.4.11.5'],No EC number found,False,False,No EC number found
Q8TXC8,['2.5.1.61'],No EC number found,False,False,No EC number found
C6EHJ6,['3.5.1.110'],No EC number found,False,False,No EC number found
Q4L5P4,['6.1.1.5'],No EC number found,False,False,No EC number found
Q3IDQ4,['5.4.99.27'],No EC number found,False,False,No EC number found
Q6MQ47,['2.1.1.182'],No EC number found,False,False,No EC number found
Q6DHU8,['2.7.12.2'],No EC number found,False,False,No EC number found
P56344,['3.6.3.25'],No EC number found,False,False,No EC number found
Q9S4D5,['2.1.1.101'],No EC number found,False,False,No EC number found
C1CWB4,['4.3.1.3'],No EC number found,False,False,No EC number found
P53260,['6.3.5.-'],6.3.5.-,True,True,6
Q8THF6,['2.7.13.3'],No EC number found,False,False,No EC number found
A8F7W0,['4.2.1.126'],No EC number found,False,False,No EC number found
B0U042,['2.5.1.-'],No EC number found,False,False,No EC number found
P0CL64,['6.3.5.2'],No EC number found,False,False,No EC number found
P41142,['3.5.3.6'],No EC number found,False,False,No EC number found
P10476,['3.2.1.4'],No EC number found,False,False,No EC number found
O67657,['4.1.1.48'],No EC number found,False,False,No EC number found
Q9ZUV3,['2.4.1.-'],No EC number found,False,False,No EC number found
P27350,['3.2.1.1'],No EC number found,False,False,No EC number found
O33701,['4.2.1.126'],No EC number found,False,False,No EC number found
Q7V5W1,['3.1.26.11'],No EC number found,False,False,No EC number found
O67648,['3.5.1.108'],No EC number found,False,False,No EC number found
Q9WY43,['2.7.7.85'],No EC number found,False,False,No EC number found
Q96ZD9,['6.3.4.20'],6.3.4.20,True,True,6
Q54SK3,['2.7.11.1'],No EC number found,False,False,No EC number found
Q7NDP0,['5.2.1.8'],No EC number found,False,False,No EC number found
Q8KGC6,['2.1.1.199'],No EC number found,False,False,No EC number found
Q12157,['6.3.2.-'],No EC number found,False,False,No EC number found
Q968X7,['1.2.1.51'],No EC number found,False,False,No EC number found
O31688,['3.6.3.-'],No EC number found,False,False,No EC number found
Q58773,['6.3.5.5'],No EC number found,False,False,No EC number found
Q5A0Y2,['5.4.99.43'],5.4.99.43,True,True,5
Q54KB8,['6.1.1.17'],No EC number found,False,False,No EC number found
Q0P899,['3.1.-.-'],No EC number found,False,False,No EC number found
Q57TL5,['6.1.1.5'],No EC number found,False,False,No EC number found
A9F3W3,['6.5.1.2'],6.5.1.2,True,True,6
Q9JZG2,['2.7.2.11'],No EC number found,False,False,No EC number found
B7GHM4,['6.3.3.3'],No EC number found,False,False,No EC number found
A1SZ19,['2.1.1.172'],No EC number found,False,False,No EC number found
P12047,['4.3.2.2'],No EC number found,False,False,No EC number found
P0AFG9,['1.2.4.1'],No EC number found,False,False,No EC number found
Q59268,['5.4.99.4'],No EC number found,False,False,No EC number found
O13826,['2.3.2.27'],No EC number found,False,False,No EC number found
C5CCI2,['3.6.4.12'],No EC number found,False,False,No EC number found
B5YGE4,['5.4.99.12'],No EC number found,False,False,No EC number found
Q9HKX5,['6.1.1.11'],No EC number found,False,False,No EC number found
Q2P2R2,['2.3.2.6'],No EC number found,False,False,No EC number found
P52046,['4.2.1.150'],No EC number found,False,False,No EC number found
P53757,['5.-.-.-'],No EC number found,False,False,No EC number found
Q8F1F4,['3.1.-.-'],No EC number found,False,False,No EC number found
A9WC40,['2.8.3.22'],No EC number found,False,False,No EC number found
P55113,['3.4.24.21'],No EC number found,False,False,No EC number found
P62410,['2.7.2.3'],No EC number found,False,False,No EC number found
Q9Z8S6,['3.1.3.5'],3.1.3.5,True,True,3
P32796,['2.3.1.7'],No EC number found,False,False,No EC number found
Q9KX58,['5.3.1.9'],5.3.1.9,True,True,5
Q8Z549,['4.1.2.53'],No EC number found,False,False,No EC number found
Q9LM33,['2.7.11.24'],No EC number found,False,False,No EC number found
Q9KEL8,['6.1.1.19'],No EC number found,False,False,No EC number found
Q1JU72,['3.8.1.3'],No EC number found,False,False,No EC number found
Q6LVS4,['4.1.3.40'],No EC number found,False,False,No EC number found
P62002,['5.3.1.1'],No EC number found,False,False,No EC number found
Q2GJA5,['3.6.3.-'],No EC number found,False,False,No EC number found
Q4KMC8,['4.1.2.13'],No EC number found,False,False,No EC number found
Q1GXG2,['1.14.11.-'],No EC number found,False,False,No EC number found
P26509,['3.2.1.15'],No EC number found,False,False,No EC number found
A0P8X0,['3.2.1.1'],No EC number found,False,False,No EC number found
Q6M2E8,['6.3.4.19'],No EC number found,False,False,No EC number found
Q06SF2,['2.7.7.6'],2.7.7.6,True,True,2
Q4FLI7,['6.1.1.16'],No EC number found,False,False,No EC number found
Q54C64,['3.5.1.89'],3.5.1.89,True,True,3
Q608L4,['2.4.1.21'],No EC number found,False,False,No EC number found
Q9KFF1,['2.7.11.1'],No EC number found,False,False,No EC number found
A4FQD4,['2.3.1.189'],No EC number found,False,False,No EC number found
Q6QGD2,['3.1.-.-'],No EC number found,False,False,No EC number found
Q9GRC0,['2.7.11.1'],No EC number found,False,False,No EC number found
F4HYR6,['3.4.21.-'],No EC number found,False,False,No EC number found
P21421,['2.7.7.6'],2.7.7.6,True,True,2
Q7VF36,['2.3.1.234'],No EC number found,False,False,No EC number found
A0Q0Q1,['2.7.7.8'],No EC number found,False,False,No EC number found
Q4JWC7,['2.4.2.18'],No EC number found,False,False,No EC number found
Q0SI81,['2.7.4.25'],No EC number found,False,False,No EC number found
Q92AQ2,['6.3.5.-'],No EC number found,False,False,No EC number found
Q04GA2,['3.6.4.12'],No EC number found,False,False,No EC number found
Q89A59,['5.1.3.1'],No EC number found,False,False,No EC number found
A9VKV4,['6.1.1.13'],No EC number found,False,False,No EC number found
Q8CGK3,['3.4.21.-'],No EC number found,False,False,No EC number found
Q8VZ40,['2.3.2.27'],No EC number found,False,False,No EC number found
A7IQE5,['5.4.99.-'],No EC number found,False,False,No EC number found
A6UV53,['2.7.7.6'],No EC number found,False,False,No EC number found
C5B137,['3.5.1.-'],No EC number found,False,False,No EC number found
Q8RCP4,['6.3.5.11'],No EC number found,False,False,No EC number found
P32863,['3.6.4.-'],No EC number found,False,False,No EC number found
P14775,['1.1.2.7'],No EC number found,False,False,No EC number found
Q1LFU5,['2.7.1.35'],No EC number found,False,False,No EC number found
Q9I576,['1.13.11.27'],No EC number found,False,False,No EC number found
Q6UX04,['5.2.1.8'],No EC number found,False,False,No EC number found
O66820,['5.4.2.12'],No EC number found,False,False,No EC number found
C4LDD0,['6.3.3.3'],No EC number found,False,False,No EC number found
Q9M9Y8,['5.2.1.13'],No EC number found,False,False,No EC number found
O05269,['1.7.1.7'],No EC number found,False,False,No EC number found
Q9FR53,['2.7.11.1'],No EC number found,False,False,No EC number found
Q28CQ7,['2.1.1.43'],No EC number found,False,False,No EC number found
P97084,['4.1.1.81'],No EC number found,False,False,No EC number found
A8MHI4,['3.6.4.12'],No EC number found,False,False,No EC number found
Q7FA29,['2.4.99.-'],No EC number found,False,False,No EC number found
P56584,['1.14.13.196'],No EC number found,False,False,No EC number found
Q47E74,['6.3.2.2'],No EC number found,False,False,No EC number found
Q99J25,['2.1.1.-'],No EC number found,False,False,No EC number found
P08559,['1.2.4.1'],No EC number found,False,False,No EC number found
Q2QM77,['2.7.11.1'],No EC number found,False,False,No EC number found
Q0C099,['2.3.1.n3'],No EC number found,False,False,No EC number found
Q8U4J5,['4.1.99.22'],No EC number found,False,False,No EC number found
P23391,['2.7.1.144'],No EC number found,False,False,No EC number found
B8FHQ6,['4.6.1.12'],No EC number found,False,False,No EC number found
Q8TY77,['4.99.1.3'],No EC number found,False,False,No EC number found
P33121,['6.2.1.3'],No EC number found,False,False,No EC number found
P32756,['2.3.1.6'],No EC number found,False,False,No EC number found
O43464,['3.4.21.108'],No EC number found,False,False,No EC number found
Q99WE1,['3.6.3.-'],No EC number found,False,False,No EC number found
P63708,['1.14.-.-'],No EC number found,False,False,No EC number found
Q7NFY1,['4.2.3.5'],No EC number found,False,False,No EC number found
P9WNH0,['1.11.1.18'],No EC number found,False,False,No EC number found
B3PBB9,['3.5.1.18'],No EC number found,False,False,No EC number found
O01326,['3.1.26.3'],No EC number found,False,False,No EC number found
O94631,['2.1.1.-'],No EC number found,False,False,No EC number found
Q9YFY3,['6.1.1.3'],No EC number found,False,False,No EC number found
Q7VND8,['3.1.13.-'],No EC number found,False,False,No EC number found
P07065,['5.99.1.3'],No EC number found,False,False,No EC number found
C5G6D7,['4.2.2.21'],No EC number found,False,False,No EC number found
Q4P7L6,['3.1.3.48'],No EC number found,False,False,No EC number found
Q0WW55,['2.7.4.9'],No EC number found,False,False,No EC number found
Q9LZV8,['2.3.2.27'],No EC number found,False,False,No EC number found
Q6G459,['3.1.26.3'],No EC number found,False,False,No EC number found
Q5L3G7,['2.7.8.7'],No EC number found,False,False,No EC number found
P97084,['4.1.1.81'],No EC number found,False,False,No EC number found
O67068,['6.1.1.19'],No EC number found,False,False,No EC number found
Q1IRD7,['5.2.1.8'],No EC number found,False,False,No EC number found
Q4WJM6,['5.2.1.8'],No EC number found,False,False,No EC number found
Q5NRJ0,['2.7.1.24'],No EC number found,False,False,No EC number found
Q58634,['3.4.25.1'],No EC number found,False,False,No EC number found
Q6A5Z1,['5.3.3.2'],No EC number found,False,False,No EC number found
P47437,['6.1.1.20'],6.1.1.20,True,True,6
Q7USI0,['6.3.2.2'],No EC number found,False,False,No EC number found
Q4FM56,['6.1.1.17'],No EC number found,False,False,No EC number found
P60833,['3.1.26.5'],3.1.26.5,True,True,3
Q0C3S3,['2.3.2.8'],No EC number found,False,False,No EC number found
P26050,['3.6.3.-'],No EC number found,False,False,No EC number found
B2VDM3,['3.2.1.52'],No EC number found,False,False,No EC number found
A5GUE6,['1.6.5.-'],No EC number found,False,False,No EC number found
P43748,['2.7.7.7'],No EC number found,False,False,No EC number found
A1U0K2,['2.4.1.21'],No EC number found,False,False,No EC number found
Q6F5E2,['1.-.-.-'],No EC number found,False,False,No EC number found
Q830N2,['6.1.1.13'],No EC number found,False,False,No EC number found
Q12797,['1.14.11.16'],No EC number found,False,False,No EC number found
O84620,['4.1.2.25'],2.7.6.3,False,False,2
A7IB61,['3.6.4.12'],No EC number found,False,False,No EC number found
B4SRY7,['5.3.1.9'],No EC number found,False,False,No EC number found
O96017,['2.7.11.1'],No EC number found,False,False,No EC number found
Q9Z470,['2.5.1.19'],No EC number found,False,False,No EC number found
Q8PX04,['5.4.2.12'],No EC number found,False,False,No EC number found
